Date,Hebrew_Country,Positive and vaccinated,Positive and vaccinated (not valid),Positive unvaccinated,Vaccinated residents,Vaccinated(not valid) residents,Unvaccinated residents,Country
2022-02-16,בילורוסיה,0,0,0,1,0,0,Belarus
2022-02-16,סלובקיה,0,0,0,1,0,0,Slovakia
2022-02-16,זמביה,0,0,0,1,0,0,Zambia
2022-02-16,פנמה,0,0,0,6,1,3,Panama
2022-02-16,מלדיבים,0,0,0,16,0,0,Maldives
2022-02-16,לוכסמבורג,0,0,0,0,0,0,Luxembourg
2022-02-16,דרום סודאן,0,0,0,1,0,0,South Sudan
2022-02-16,ברזיל,0,0,0,22,4,5,Brazil
2022-02-16,אוסטרליה,2,0,0,20,0,14,Australia
2022-02-16,גרמניה,19,1,0,375,8,56,Germany
2022-02-16,ניו זילנד,0,0,0,0,0,1,New Zealand
2022-02-16,גאנה,0,0,0,4,0,0,Ghana
2022-02-16,איי סיישל,1,0,0,77,1,7,Seychelles
2022-02-16,איטליה,9,0,1,436,4,29,Italy
2022-02-16,קוריאה הדרומית,0,0,0,2,0,0,South Korea
2022-02-16,ספרד,9,1,1,146,6,21,Spain
2022-02-16,ירדן,2,1,4,57,6,20,Jordan
2022-02-16,הרפ הדומיניקנית,0,0,0,2,0,0,Dominican Harp
2022-02-16,אוקראינה,16,7,9,209,48,123,Ukraine
2022-02-16,תורכיה,22,6,13,671,76,155,Turkey
2022-02-16,אורגוואי,0,0,0,7,0,1,Uruguay
2022-02-16,ונצואלה,0,0,0,0,0,0,Venezuela
2022-02-16,ארצות הברית,3,0,1,522,25,320,United States
2022-02-16,רוסיה,6,1,1,72,7,59,Russia
2022-02-16,מולדובה,0,0,0,3,0,2,Moldova
2022-02-16,תאילנד,8,1,0,119,6,8,Thailand
2022-02-16,פרו,0,0,0,9,0,0,Peru
2022-02-16,מקסיקו,1,0,2,40,2,12,Mexico
2022-02-16,סלובניה,0,0,0,5,0,0,Slovenia
2022-02-16,איחוד האמירויות הערב,28,1,1,613,12,54,UAE
2022-02-16,ניגריה,0,0,0,4,0,0,Nigeria
2022-02-16,קזחסטאן,0,0,0,0,0,0,Kazakhstan
2022-02-16,פולין,0,0,0,83,1,8,Poland
2022-02-16,דנמרק,2,0,0,8,0,4,Denmark
2022-02-16,מלטה,2,0,0,3,0,0,Malta
2022-02-16,קירג'זסטאן,0,0,0,0,0,0,Kyrgyzstan
2022-02-16,בוליביה,0,0,0,0,0,0,Bolivia
2022-02-16,סרביה,1,0,0,9,0,3,Serbia
2022-02-16,דרום אפריקה,1,1,1,30,1,19,South Africa
2022-02-16,קניה,0,0,0,2,0,0,Kenya
2022-02-16,קוסטה ריקה,2,0,1,37,0,9,Costa Rica
2022-02-16,ליטא,0,0,0,3,0,0,Lithuania
2022-02-16,אתיופיה,0,0,0,26,1,4,Ethiopia
2022-02-16,מאוריציוס,0,0,0,0,0,2,Mauritius
2022-02-16,אקואדור,0,0,0,3,0,0,Ecuador
2022-02-16,סרי לנקה (צילון),0,1,0,29,4,1,Sri Lanka (photo)
2022-02-16,אסטוניה,0,0,0,2,0,0,Estonia
2022-02-16,לטביה,1,0,0,4,0,0,Latvia
2022-02-16,בלגיה,0,0,0,4,2,0,Belgium
2022-02-16,בוטסואנה,0,0,0,1,0,0,Botswana
2022-02-16,הונגריה,2,0,1,263,4,53,Hungary
2022-02-16,קפריסין,5,1,0,131,2,24,Cyprus
2022-02-16,תוניסיה,0,0,0,2,0,0,Tunisia
2022-02-16,כלל המדינות,228,26,43,6518,290,1628,All Countries
2022-02-17,פנמה,0,0,0,3,2,0,Panama
2022-02-17,לוכסמבורג,0,0,0,0,0,0,Luxembourg
2022-02-17,איחוד האמירויות הערב,32,2,0,863,29,55,UAE
2022-02-17,איטליה,37,0,0,815,16,47,Italy
2022-02-17,האנטילים ההולנדים,0,0,0,2,0,0,Netherlands Antilles
2022-02-17,ירדן,4,1,2,99,16,37,Jordan
2022-02-17,קניה,0,0,0,19,0,0,Kenya
2022-02-17,בוסניה הרצגובינה,0,0,0,3,0,0,Bosnia and Herzegovina
2022-02-17,קולומביה,1,0,1,10,1,3,Colombia
2022-02-17,ברזיל,0,0,0,28,1,8,Brazil
2022-02-17,קפריסין,11,1,0,284,8,60,Cyprus
2022-02-17,צאד,0,0,0,1,0,0, Tsad 
2022-02-17,מקסיקו,0,0,0,19,2,6,Mexico
2022-02-17,ספרד,4,0,0,247,2,20,Spain
2022-02-17,מצרים,35,0,0,233,8,38,Egypt
2022-02-17,מלדיבים,3,1,0,11,3,1,Maldives
2022-02-17,קרואטיה,0,0,0,2,0,0,Croatia
2022-02-17,ונצואלה,0,0,0,1,0,0,Venezuela
2022-02-17,לטביה,0,0,0,2,0,1,Latvia
2022-02-17,גמייקה,0,0,0,2,0,0,Gamaica
2022-02-17,קוריאה הדרומית,0,0,0,0,0,0,South Korea
2022-02-17,שוויץ,5,1,3,232,8,77,Switzerland
2022-02-17,ניו זילנד,0,0,0,0,0,1,New Zealand
2022-02-17,הממלכה המאוחדת,22,0,0,400,9,178,United Kingdom
2022-02-17,גרמניה,12,1,0,336,9,65,Germany
2022-02-17,קטר,0,0,0,1,0,0,Qatar
2022-02-17,אוזבקיסטן,0,0,0,4,0,1,Uzbekistan
2022-02-17,בולגריה,35,0,0,296,3,19,Bulgaria
2022-02-17,אוסטרליה,0,0,0,9,0,9,Australia
2022-02-17,נורבגיה,0,0,0,3,0,0,Norway
2022-02-17,פורטוגל,0,0,0,24,0,0,Portugal
2022-02-17,ארצות הברית,6,0,3,611,24,394,United States
2022-02-17,דנמרק,0,0,0,8,1,0,Denmark
2022-02-17,חוף השנהב,0,0,0,2,0,0,Ivory Coast
2022-02-17,תוניסיה,0,0,0,1,0,0,Tunisia
2022-02-17,אקואדור,0,0,0,1,0,0,Ecuador
2022-02-17,קזחסטאן,0,0,0,1,0,0,Kazakhstan
2022-02-17,דרום סודאן,0,0,0,1,0,0,South Sudan
2022-02-17,צרפת,28,2,1,866,19,208,France
2022-02-17,פולין,4,0,0,214,2,37,Poland
2022-02-17,סרביה,0,0,0,1,0,0,Serbia
2022-02-17,הולנד,6,0,2,188,3,57,Netherlands
2022-02-17,רומניה,21,3,2,288,13,47,Romania
2022-02-17,בילורוסיה,7,0,0,97,4,9,Belarus
2022-02-17,קנדה,0,0,0,9,0,8,Canada
2022-02-17,תורכמניסטאן,0,0,0,0,0,1,Turkmenistan
2022-02-17,דרום אפריקה,3,0,0,26,0,14,South Africa
2022-02-17,אינדונזיה,0,0,0,1,0,0,Indonesia
2022-02-17,אירלנד,0,0,0,5,1,0,Ireland
2022-02-17,זמביה,0,0,0,2,0,0,Zambia
2022-02-17,אוקראינה,5,1,2,95,9,54,Ukraine
2022-02-17,צ'ילה,0,0,0,10,0,0,Chile
2022-02-17,סרי לנקה (צילון),1,0,0,34,0,2,Sri Lanka (photo)
2022-02-17,גווטאמלה,0,0,0,3,1,0,Guatemala
2022-02-17,גאורגיה,30,0,5,456,11,54,Georgia
2022-02-17,אוגנדה,0,0,0,3,0,0,Uganda
2022-02-17,מולדובה,2,0,0,68,3,19,Moldova
2022-02-17,אנגולה,0,0,0,1,0,0,Angola
2022-02-17,בחריין,0,0,0,6,0,0,Bahrain
2022-02-17,אסטוניה,0,0,0,2,0,1,Estonia
2022-02-17,ליבריה,0,0,0,2,0,1,Liberia
2022-02-17,הונגריה,2,1,0,219,10,25,Hungary
2022-02-17,תאילנד,0,1,1,28,1,1,Thailand
2022-02-17,נפאל,0,0,0,0,0,0,Nepal
2022-02-17,רוסיה,6,2,2,118,9,63,Russia
2022-02-17,טג'יקיסטאן,0,0,0,0,0,0,Tajikistan
2022-02-17,שוודיה,0,0,0,3,0,3,Sweden
2022-02-17,יוון,17,2,0,234,5,16,Greece
2022-02-17,רואנדה,0,0,0,1,0,0,Rwanda
2022-02-17,צכיה,6,0,0,170,5,10,Czech Republic
2022-02-17,סינגפור,0,0,0,4,0,2,Singapore
2022-02-17,אלבניה,0,0,0,2,0,0,Albania
2022-02-17,תורכיה,39,8,6,962,65,235,Turkey
2022-02-17,פיליפינים,0,0,0,0,0,0,Philippines
2022-02-17,יפן,0,0,0,0,0,4,Japan
2022-02-17,טוגו,0,0,0,4,0,0,Togo
2022-02-17,סווזילנד,0,0,0,0,1,0, Swaziland 
2022-02-17,ברבדוס,0,0,0,2,0,0,Barbados
2022-02-17,ליטא,0,0,0,1,0,0,Lithuania
2022-02-17,הודו,1,0,0,13,0,0,India
2022-02-17,אתיופיה,3,0,0,48,3,11,Ethiopia
2022-02-17,סנגל,0,0,0,2,0,0,Senegal
2022-02-17,פינלנד,1,0,1,65,2,5,Finland
2022-02-17,פורטו ריקו,0,0,0,0,0,0,Puerto Rico
2022-02-17,פרגוואי,0,0,0,2,0,0,Paraguay
2022-02-17,איי סיישל,0,0,0,12,0,0,Seychelles
2022-02-17,פרו,0,0,0,1,0,0,Peru
2022-02-17,איי גילברט ואליס,0,0,0,0,1,0,Gilbert and Alice Islands
2022-02-17,בלגיה,0,0,0,4,0,3,Belgium
2022-02-17,טנזניה,9,0,1,21,0,3,Tanzania
2022-02-17,אוסטריה,0,0,0,2,0,0,Austria
2022-02-17,מונטנגרו,0,0,0,1,0,0,Montenegro
2022-02-17,קוסטה ריקה,0,0,0,13,0,0,Costa Rica
2022-02-17,מלטה,0,0,0,1,0,0,Malta
2022-02-17,בורונדי,0,0,0,1,0,0,Burundi
2022-02-17,ארגנטינה,1,0,0,15,3,6,Argentina
2022-02-17,הרפ הדומיניקנית,0,0,0,4,0,0,Dominican Harp
2022-02-17,גאנה,0,0,0,2,0,3,Ghana
2022-02-17,ערב הסעודית,0,0,0,2,0,0,Saudi Arabia
2022-02-17,מרוקו,0,0,0,16,1,4,Morocco
2022-02-17,קירג'זסטאן,0,0,0,3,0,3,Kyrgyzstan
2022-02-17,זימבאבווה,0,0,0,1,0,0,Zimbabwe
2022-02-17,איסלנד,0,0,0,3,0,0,Iceland
2022-02-17,אזרביג'אן,0,0,0,9,0,1,Azerbaijan
2022-02-17,גינאה המשוונית,0,0,0,1,0,0, Equatorial Guinea 
2022-02-17,סין,0,0,0,0,0,0,China
2022-02-17,ניגריה,0,0,0,7,0,0,Nigeria
2022-02-17,כלל המדינות,420,28,33,9596,347,2083,All Countries
2022-02-18,קמבודיה,0,0,0,1,0,0,Cambodia
2022-02-18,פרו,0,0,0,2,0,0,Peru
2022-02-18,תאילנד,19,2,0,336,9,30,Thailand
2022-02-18,אלגיריה,0,0,0,1,0,0,Algeria
2022-02-18,סרי לנקה (צילון),2,0,0,27,1,1,Sri Lanka (photo)
2022-02-18,ניו זילנד,0,0,0,0,0,1,New Zealand
2022-02-18,יוון,8,0,0,262,8,20,Greece
2022-02-18,גווטאמלה,0,0,0,3,0,0,Guatemala
2022-02-18,פורטוגל,0,0,0,39,2,2,Portugal
2022-02-18,הממלכה המאוחדת,11,1,0,396,9,123,United Kingdom
2022-02-18,בולגריה,20,0,4,290,4,33,Bulgaria
2022-02-18,טיוואן,0,0,0,0,0,0,Taiwan
2022-02-18,לטביה,0,0,0,3,0,1,Latvia
2022-02-18,ארצות הברית,19,1,3,859,27,489,United States
2022-02-18,צ'ילה,2,0,0,7,0,4,Chile
2022-02-18,איי סיישל,0,0,0,4,0,0,Seychelles
2022-02-18,צכיה,3,0,0,92,4,12,Czech Republic
2022-02-18,הולנד,9,1,2,269,3,44,Netherlands
2022-02-18,גבון,0,0,0,2,0,0,Gabon
2022-02-18,הונדורס,0,0,0,1,0,0,Honduras
2022-02-18,רוסיה,6,0,1,76,9,52,Russia
2022-02-18,קירג'זסטאן,0,0,0,1,0,0,Kyrgyzstan
2022-02-18,דרום אפריקה,0,0,0,11,0,5,South Africa
2022-02-18,מונטנגרו,0,0,0,0,0,0,Montenegro
2022-02-18,תוניסיה,0,0,0,1,0,0,Tunisia
2022-02-18,הונגריה,28,1,0,467,9,63,Hungary
2022-02-18,סינגפור,1,0,0,49,0,0,Singapore
2022-02-18,אוגנדה,0,0,0,4,0,1,Uganda
2022-02-18,נורבגיה,0,0,0,5,1,4,Norway
2022-02-18,פולין,7,1,0,140,4,18,Poland
2022-02-18,דנמרק,0,0,0,11,1,6,Denmark
2022-02-18,סין,0,0,0,0,0,0,China
2022-02-18,מדגסקר,0,0,0,0,0,0,Madagascar
2022-02-18,רואנדה,0,0,0,2,0,0,Rwanda
2022-02-18,הרפ הדומיניקנית,0,0,0,3,0,2,Dominican Harp
2022-02-18,אירלנד,0,0,0,5,0,6,Ireland
2022-02-18,אלבניה,0,0,0,0,0,1,Albania
2022-02-18,ניגריה,0,0,0,4,0,0,Nigeria
2022-02-18,אוקראינה,15,0,5,165,5,40,Ukraine
2022-02-18,אורגוואי,1,0,0,14,0,10,Uruguay
2022-02-18,מאוריציוס,0,0,0,2,0,0,Mauritius
2022-02-18,מלטה,0,0,0,1,0,0,Malta
2022-02-18,קולומביה,0,0,0,8,0,2,Colombia
2022-02-18,בוסניה הרצגובינה,0,0,0,1,0,0,Bosnia and Herzegovina
2022-02-18,נפאל,0,0,0,1,0,0,Nepal
2022-02-18,אוסטריה,49,0,1,537,1,32,Austria
2022-02-18,כווית,0,0,0,0,0,0,Kuwait
2022-02-18,מרוקו,1,0,0,57,2,1,Morocco
2022-02-18,בלגיה,3,0,0,109,3,18,Belgium
2022-02-18,מלדיבים,1,0,1,17,1,4,Maldives
2022-02-18,סרביה,0,0,0,5,0,4,Serbia
2022-02-18,אסטוניה,0,0,0,0,0,0,Estonia
2022-02-18,טוגו,0,0,0,2,0,0,Togo
2022-02-18,אזרביג'אן,1,0,0,14,0,0,Azerbaijan
2022-02-18,איי גילברט ואליס,0,0,0,1,0,0,Gilbert and Alice Islands
2022-02-18,בחריין,0,0,0,3,0,0,Bahrain
2022-02-18,בילורוסיה,1,0,0,6,0,0,Belarus
2022-02-18,חוף השנהב,0,0,0,1,0,0,Ivory Coast
2022-02-18,אוזבקיסטן,0,0,0,1,0,1,Uzbekistan
2022-02-18,קנדה,2,0,0,17,1,13,Canada
2022-02-18,הודו,1,0,0,22,1,1,India
2022-02-18,קרואטיה,0,0,0,6,0,4,Croatia
2022-02-18,ספרד,1,0,0,230,7,31,Spain
2022-02-18,אוסטרליה,0,0,0,9,0,1,Australia
2022-02-18,פינלנד,0,0,0,33,1,4,Finland
2022-02-18,ברזיל,0,0,0,10,1,1,Brazil
2022-02-18,איחוד האמירויות הערב,21,0,0,537,12,49,UAE
2022-02-18,גרמניה,15,1,2,407,3,85,Germany
2022-02-18,קפריסין,2,0,0,88,4,33,Cyprus
2022-02-18,קוסטה ריקה,0,0,0,17,1,1,Costa Rica
2022-02-18,פיליפינים,1,0,0,6,0,1,Philippines
2022-02-18,ירדן,1,0,0,45,6,11,Jordan
2022-02-18,שוודיה,0,0,0,11,0,2,Sweden
2022-02-18,פנמה,0,0,0,8,0,2,Panama
2022-02-18,בוליביה,0,0,0,0,0,0,Bolivia
2022-02-18,גאנה,0,0,0,4,0,4,Ghana
2022-02-18,מולדובה,0,0,0,0,0,0,Moldova
2022-02-18,ליטא,0,0,0,5,0,1,Lithuania
2022-02-18,עירק,0,0,0,1,0,0,Iraq
2022-02-18,ערב הסעודית,0,0,0,2,0,0,Saudi Arabia
2022-02-18,קניה,0,0,0,11,0,4,Kenya
2022-02-18,איטליה,9,0,0,411,3,22,Italy
2022-02-18,גאורגיה,16,1,4,221,10,20,Georgia
2022-02-18,קוריאה הדרומית,0,0,0,4,1,0,South Korea
2022-02-18,רומניה,4,0,1,140,7,24,Romania
2022-02-18,תורכיה,16,4,6,709,66,109,Turkey
2022-02-18,צרפת,9,0,1,386,4,68,France
2022-02-18,מצרים,4,1,3,198,11,29,Egypt
2022-02-18,גויאנה הצרפתית,0,0,0,1,0,0,French Guiana
2022-02-18,מקסיקו,0,0,1,26,0,9,Mexico
2022-02-18,סלובקיה,0,0,0,0,0,0,Slovakia
2022-02-18,אנגולה,0,0,0,2,0,0,Angola
2022-02-18,לוכסמבורג,0,0,0,0,0,2,Luxembourg
2022-02-18,יפן,0,0,0,0,0,1,Japan
2022-02-18,ארגנטינה,0,0,0,24,0,1,Argentina
2022-02-18,שוויץ,18,0,3,347,4,66,Switzerland
2022-02-18,אקואדור,0,0,0,4,0,0,Ecuador
2022-02-18,כלל המדינות,343,14,40,8814,266,1783,All Countries
2022-02-19,דרום אפריקה,0,0,0,27,3,3,South Africa
2022-02-19,בליז,1,0,0,2,0,0,Belize
2022-02-19,רואנדה,0,0,0,6,0,0,Rwanda
2022-02-19,לוכסמבורג,0,0,0,1,0,2,Luxembourg
2022-02-19,מאלי,0,0,0,1,1,0,Mali
2022-02-19,פנמה,0,0,0,3,0,1,Panama
2022-02-19,פורטוגל,0,0,0,67,0,4,Portugal
2022-02-19,סלובניה,0,0,0,0,0,0,Slovenia
2022-02-19,מצרים,14,1,1,581,19,56,Egypt
2022-02-19,אקואדור,0,0,0,4,0,0,Ecuador
2022-02-19,הונגריה,5,0,2,134,6,18,Hungary
2022-02-19,קפריסין,8,0,0,379,4,10,Cyprus
2022-02-19,הולנד,0,0,0,33,0,17,Netherlands
2022-02-19,תורכיה,30,10,5,810,101,122,Turkey
2022-02-19,רומניה,12,1,1,251,14,17,Romania
2022-02-19,בולגריה,0,0,0,0,0,0,Bulgaria
2022-02-19,גווטאמלה,0,0,0,1,0,0,Guatemala
2022-02-19,ארגנטינה,0,0,0,1,0,1,Argentina
2022-02-19,פינלנד,5,1,0,86,2,5,Finland
2022-02-19,אירלנד,0,0,0,11,0,8,Ireland
2022-02-19,נפאל,0,0,0,2,0,0,Nepal
2022-02-19,ניו זילנד,0,0,0,0,0,0,New Zealand
2022-02-19,צאד,0,0,0,1,0,0, Tsad 
2022-02-19,הרפ הדומיניקנית,0,0,0,2,0,0,Dominican Harp
2022-02-19,גאנה,0,0,0,4,0,0,Ghana
2022-02-19,סינגפור,1,0,0,23,0,3,Singapore
2022-02-19,גרמניה,11,0,0,347,0,52,Germany
2022-02-19,ברזיל,1,0,0,7,0,0,Brazil
2022-02-19,אלבניה,0,0,0,4,1,0,Albania
2022-02-19,קוריאה הדרומית,0,0,0,4,0,1,South Korea
2022-02-19,ארצות הברית,7,0,4,358,18,305,United States
2022-02-19,צרפת,31,1,5,384,5,134,France
2022-02-19,פורטו ריקו,1,0,0,2,0,0,Puerto Rico
2022-02-19,קולומביה,1,0,0,4,0,0,Colombia
2022-02-19,קוסטה ריקה,0,0,0,6,0,0,Costa Rica
2022-02-19,מונקו,0,0,0,1,0,0,Monaco
2022-02-19,דרום סודאן,0,0,0,2,0,0,South Sudan
2022-02-19,בלגיה,0,0,0,42,2,12,Belgium
2022-02-19,קמרון,0,0,0,0,0,0,Cameroon
2022-02-19,הודו,0,0,0,39,0,5,India
2022-02-19,יוון,0,0,0,2,0,0,Greece
2022-02-19,ליטא,4,0,5,83,1,16,Lithuania
2022-02-19,מלדיבים,1,0,0,27,0,1,Maldives
2022-02-19,טרינידד וטובגו,0,0,0,0,0,0,Trinidad and Tobago
2022-02-19,טיוואן,0,0,0,1,0,1,Taiwan
2022-02-19,שוודיה,0,0,0,2,0,0,Sweden
2022-02-19,הונדורס,0,0,0,2,0,0,Honduras
2022-02-19,דנמרק,0,0,0,4,0,0,Denmark
2022-02-19,מרוקו,0,0,0,6,0,0,Morocco
2022-02-19,אוזבקיסטן,0,0,0,2,1,0,Uzbekistan
2022-02-19,אוסטרליה,0,0,0,4,0,3,Australia
2022-02-19,ניגריה,0,0,0,1,0,0,Nigeria
2022-02-19,זמביה,0,0,0,1,0,0,Zambia
2022-02-19,ארמניה,0,0,0,6,1,1,Armenia
2022-02-19,תורכמניסטאן,2,0,0,3,1,0,Turkmenistan
2022-02-19,טנזניה,1,0,0,22,0,0,Tanzania
2022-02-19,סין,0,0,0,0,0,0,China
2022-02-19,אסטוניה,0,0,0,0,0,4,Estonia
2022-02-19,תאילנד,0,0,0,2,0,0,Thailand
2022-02-19,לטביה,0,0,0,4,0,0,Latvia
2022-02-19,פולין,0,0,0,1,0,0,Poland
2022-02-19,איטליה,34,1,0,948,5,49,Italy
2022-02-19,ירדן,0,0,1,19,6,9,Jordan
2022-02-19,הממלכה המאוחדת,14,0,1,293,6,88,United Kingdom
2022-02-19,אתיופיה,2,0,0,45,4,8,Ethiopia
2022-02-19,איחוד האמירויות הערב,16,0,3,451,19,47,UAE
2022-02-19,שוויץ,9,0,0,111,0,14,Switzerland
2022-02-19,צ'ילה,0,0,0,0,0,0,Chile
2022-02-19,מקסיקו,0,0,0,15,1,1,Mexico
2022-02-19,קרואטיה,0,0,0,6,0,2,Croatia
2022-02-19,סרי לנקה (צילון),1,0,0,21,1,1,Sri Lanka (photo)
2022-02-19,ברבדוס,0,0,0,1,0,0,Barbados
2022-02-19,קזחסטאן,0,0,0,3,0,0,Kazakhstan
2022-02-19,קונגו,0,0,0,0,0,0,Congo
2022-02-19,נורבגיה,0,0,0,3,0,1,Norway
2022-02-19,קנדה,0,0,0,6,0,9,Canada
2022-02-19,רוסיה,0,1,1,65,3,49,Russia
2022-02-19,דומיניקה,0,0,0,1,0,0,Dominica
2022-02-19,איסלנד,0,0,0,0,0,0,Iceland
2022-02-19,כווית,0,0,0,0,0,0,Kuwait
2022-02-19,גאורגיה,3,0,1,90,2,12,Georgia
2022-02-19,ספרד,7,0,1,150,2,14,Spain
2022-02-19,איי סיישל,0,0,0,8,0,0,Seychelles
2022-02-19,בילורוסיה,0,0,0,0,0,0,Belarus
2022-02-19,אנגולה,0,0,0,1,0,0,Angola
2022-02-19,אוסטריה,26,0,0,393,0,22,Austria
2022-02-19,אוגנדה,0,0,0,3,0,0,Uganda
2022-02-19,פיליפינים,0,0,0,6,2,1,Philippines
2022-02-19,מאוריציוס,0,0,0,1,0,0,Mauritius
2022-02-19,קוסובו,0,0,0,3,0,0,Kosovo
2022-02-19,הונג קונג,0,0,0,2,0,1,Hong Kong
2022-02-19,מקדוניה,0,0,0,1,0,0,Macedonia
2022-02-19,סרביה,0,0,0,6,0,1,Serbia
2022-02-19,אוקראינה,8,0,0,102,8,26,Ukraine
2022-02-19,סנגל,0,0,0,1,0,0,Senegal
2022-02-19,קניה,0,0,0,4,0,0,Kenya
2022-02-19,אזרביג'אן,0,0,0,4,0,0,Azerbaijan
2022-02-19,איי גילברט ואליס,0,0,0,0,0,0,Gilbert and Alice Islands
2022-02-19,צכיה,0,0,0,8,0,0,Czech Republic
2022-02-19,אורגוואי,0,0,0,0,0,0,Uruguay
2022-02-19,כלל המדינות,263,17,31,6752,247,1206,All Countries
2022-02-20,אוסטרליה,1,0,0,9,0,13,Australia
2022-02-20,איחוד האמירויות הערב,16,1,3,753,12,59,UAE
2022-02-20,אסטוניה,0,0,0,0,0,0,Estonia
2022-02-20,אירלנד,0,0,0,3,0,2,Ireland
2022-02-20,נורבגיה,0,0,0,6,0,0,Norway
2022-02-20,תורכמניסטאן,0,0,0,5,0,4,Turkmenistan
2022-02-20,שוודיה,1,0,0,12,0,1,Sweden
2022-02-20,ארצות הברית,3,0,1,270,8,169,United States
2022-02-20,אזרביג'אן,5,1,2,63,1,15,Azerbaijan
2022-02-20,איי טורקס וקייקוס,0,0,0,0,0,1,Turks and Caicos Islands
2022-02-20,הממלכה המאוחדת,6,1,0,403,9,117,United Kingdom
2022-02-20,סין,0,0,0,1,0,0,China
2022-02-20,איטליה,35,1,0,971,10,74,Italy
2022-02-20,קוריאה הדרומית,0,0,0,1,0,3,South Korea
2022-02-20,קוסטה ריקה,0,0,0,4,0,1,Costa Rica
2022-02-20,טנזניה,0,0,0,3,1,0,Tanzania
2022-02-20,ערב הסעודית,1,0,0,68,0,0,Saudi Arabia
2022-02-20,אורגוואי,0,0,0,6,0,2,Uruguay
2022-02-20,ירדן,16,2,3,397,21,94,Jordan
2022-02-20,פולין,17,1,1,331,4,25,Poland
2022-02-20,צכיה,4,0,0,108,1,6,Czech Republic
2022-02-20,איסלנד,0,0,0,2,0,0,Iceland
2022-02-20,איי סיישל,0,0,0,2,0,0,Seychelles
2022-02-20,אנדורה,0,0,0,3,0,0,Andorra
2022-02-20,סנגל,0,0,0,1,1,1,Senegal
2022-02-20,רוסיה,3,0,0,85,8,56,Russia
2022-02-20,ניו זילנד,0,0,0,0,0,1,New Zealand
2022-02-20,איי גילברט ואליס,0,0,0,2,0,0,Gilbert and Alice Islands
2022-02-20,ברזיל,0,0,0,4,2,5,Brazil
2022-02-20,אוקראינה,10,0,7,135,6,89,Ukraine
2022-02-20,קנדה,0,0,0,12,0,12,Canada
2022-02-20,הונג קונג,0,0,0,0,0,1,Hong Kong
2022-02-20,סלובניה,0,0,0,1,0,0,Slovenia
2022-02-20,הונגריה,11,1,2,415,16,58,Hungary
2022-02-20,יפן,0,0,0,2,0,1,Japan
2022-02-20,פורטוגל,1,0,0,32,1,8,Portugal
2022-02-20,מצרים,2,1,2,231,14,51,Egypt
2022-02-20,פלאו,0,0,0,1,0,0,Palau
2022-02-20,גאורגיה,24,0,1,585,11,22,Georgia
2022-02-20,יוון,21,0,1,557,15,26,Greece
2022-02-20,עירק,0,0,0,0,0,0,Iraq
2022-02-20,קמבודיה,0,0,0,1,0,0,Cambodia
2022-02-20,בילורוסיה,0,0,0,1,0,0,Belarus
2022-02-20,ספרד,22,0,1,534,4,25,Spain
2022-02-20,לוכסמבורג,0,0,0,0,0,0,Luxembourg
2022-02-20,קרואטיה,0,0,0,4,0,0,Croatia
2022-02-20,טוגו,0,0,0,1,0,0,Togo
2022-02-20,פאפואה,0,0,0,1,0,0,Papua
2022-02-20,הולנד,7,0,1,225,3,41,Netherlands
2022-02-20,צ'ילה,0,0,0,1,0,0,Chile
2022-02-20,אוגנדה,0,0,0,2,0,0,Uganda
2022-02-20,גרמניה,11,2,0,587,11,79,Germany
2022-02-20,נפאל,0,0,0,2,0,0,Nepal
2022-02-20,אקואדור,0,0,0,3,0,0,Ecuador
2022-02-20,מלטה,0,0,0,0,0,0,Malta
2022-02-20,גמייקה,0,0,0,1,0,0,Gamaica
2022-02-20,קניה,0,0,0,3,0,0,Kenya
2022-02-20,דרום אפריקה,2,0,0,14,2,0,South Africa
2022-02-20,סרביה,1,0,1,5,1,3,Serbia
2022-02-20,פיליפינים,0,0,0,3,0,1,Philippines
2022-02-20,מלדיבים,0,0,0,24,0,3,Maldives
2022-02-20,בלגיה,1,0,0,35,3,37,Belgium
2022-02-20,בולגריה,18,1,0,292,3,11,Bulgaria
2022-02-20,אנגולה,0,0,0,1,0,0,Angola
2022-02-20,צרפת,20,0,2,553,6,188,France
2022-02-20,גויאנה הצרפתית,0,0,0,0,0,0,French Guiana
2022-02-20,רומניה,11,0,0,129,4,15,Romania
2022-02-20,ארגנטינה,0,0,0,14,0,1,Argentina
2022-02-20,פנמה,0,0,0,5,0,0,Panama
2022-02-20,אלבניה,0,0,0,1,0,0,Albania
2022-02-20,מקסיקו,1,0,0,14,0,1,Mexico
2022-02-20,מרוקו,2,0,0,32,0,3,Morocco
2022-02-20,אוסטריה,12,0,1,305,0,14,Austria
2022-02-20,קזחסטאן,0,0,0,3,0,1,Kazakhstan
2022-02-20,סרי לנקה (צילון),3,0,0,53,0,3,Sri Lanka (photo)
2022-02-20,שוויץ,41,0,1,609,10,109,Switzerland
2022-02-20,דנמרק,2,0,1,15,1,5,Denmark
2022-02-20,רואנדה,0,0,0,1,0,0,Rwanda
2022-02-20,מולדובה,1,0,0,63,5,15,Moldova
2022-02-20,תורכיה,50,6,9,1581,97,252,Turkey
2022-02-20,בוליביה,0,0,0,0,0,0,Bolivia
2022-02-20,האנטילים ההולנדים,0,0,0,1,0,0,Netherlands Antilles
2022-02-20,קפריסין,9,0,0,394,10,61,Cyprus
